Sigma,E_N,Encoded errors,Solved errors,BER
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,8.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,6.0,0.09375
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,7.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,8.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,7.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,2.0,2.0,0.03125
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,7.0,13.0,0.203125
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,5.0,2.0,0.03125
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,3.0,0.046875
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,7.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,7.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,4.0,2.0,0.03125
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,7.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,9.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,5.0,1.0,0.015625
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,5.0,3.0,0.046875
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,5.0,3.0,0.046875
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,10.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,7.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,8.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,3.0,0.046875
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,6.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,2.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,7.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,5.0,2.0,0.03125
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
0.5011872336272722,6.0,5.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,4.0,0.0,0.0
0.5011872336272722,6.0,0.0,0.0,0.0
0.5011872336272722,6.0,3.0,0.0,0.0
0.5011872336272722,6.0,1.0,0.0,0.0
